wconfid,pctid,y,z,time
1,30,0.074,-0.133,0 days 01:46:43
1,30,-0.027,-0.121,0 days 01:46:44
1,30,-0.129,-0.145,0 days 01:46:45
1,30,0.063,-0.152,0 days 01:46:46
1,30,0.02,-0.109,0 days 01:46:47
1,30,0.078,-0.148,0 days 01:46:48
1,30,0.051,-0.117,0 days 01:46:49
1,30,-0.031,-0.137,0 days 01:46:50
1,30,-0.051,-0.164,0 days 01:46:51
1,30,-0.023,-0.152,0 days 01:46:52
1,30,-0.004,-0.117,0 days 01:46:53
1,30,0.023,-0.113,0 days 01:46:54
1,30,0.035,-0.117,0 days 01:46:55
1,30,-0.027,-0.129,0 days 01:46:56
1,30,-0.039,-0.113,0 days 01:46:57
1,30,0.074,-0.117,0 days 01:46:58
1,30,0.031,-0.141,0 days 01:46:59
1,30,0.059,-0.137,0 days 01:47:00
1,30,0.047,-0.145,0 days 01:47:01
1,30,-0.039,-0.121,0 days 01:47:02
1,30,0.066,-0.105,0 days 01:47:03
1,30,-0.008,-0.129,0 days 01:47:04
1,30,0.0,-0.109,0 days 01:47:05
1,30,-0.137,-0.16,0 days 01:47:06
1,30,0.008,-0.129,0 days 01:47:07
1,30,0.004,-0.102,0 days 01:47:08
1,30,0.074,-0.137,0 days 01:47:09
1,30,0.059,-0.109,0 days 01:47:10
1,30,0.035,-0.133,0 days 01:47:11
1,30,0.047,-0.117,0 days 01:47:12
1,30,-0.02,-0.133,0 days 01:47:13
1,30,-0.031,-0.098,0 days 01:47:14
1,30,0.07,-0.121,0 days 01:47:15
1,30,0.063,-0.145,0 days 01:47:16
1,30,0.0,-0.145,0 days 01:47:17
1,30,0.074,-0.141,0 days 01:47:18
1,30,-0.004,-0.117,0 days 01:47:19
1,30,0.023,-0.105,0 days 01:47:20
1,30,-0.012,-0.133,0 days 01:47:21
1,30,0.012,-0.113,0 days 01:47:22
1,30,-0.117,-0.156,0 days 01:47:23
1,30,-0.027,-0.121,0 days 01:47:24
1,30,0.047,-0.094,0 days 01:47:25
1,30,-0.063,-0.137,0 days 01:47:26
1,30,-0.07,-0.121,0 days 01:47:27
1,30,0.047,-0.117,0 days 01:47:28
1,30,-0.012,-0.141,0 days 01:47:29
1,30,-0.012,-0.109,0 days 01:47:30
1,30,0.07,-0.113,0 days 01:47:31
1,30,-0.016,-0.168,0 days 01:47:32
1,30,-0.07,-0.156,0 days 01:47:33
1,30,0.0,-0.137,0 days 01:47:34
1,30,-0.035,-0.152,0 days 01:47:35
1,30,-0.051,-0.121,0 days 01:47:36
1,30,0.051,-0.117,0 days 01:47:37
1,30,0.039,-0.137,0 days 01:47:38
1,30,0.059,-0.109,0 days 01:47:39
1,30,0.031,-0.141,0 days 01:47:40
1,30,0.0,-0.133,0 days 01:47:41
1,30,-0.078,-0.141,0 days 01:47:42
1,30,-0.008,-0.121,0 days 01:47:43
1,30,0.039,-0.141,0 days 01:47:44
1,30,-0.086,-0.152,0 days 01:47:45
1,30,-0.023,-0.137,0 days 01:47:46
1,30,0.027,-0.102,0 days 01:47:47
1,30,0.129,-0.152,0 days 01:47:48
1,30,0.055,-0.098,0 days 01:47:49
1,30,0.0,-0.125,0 days 01:47:50
1,30,-0.051,-0.113,0 days 01:47:51
1,30,-0.098,-0.117,0 days 01:47:52
1,30,-0.027,-0.141,0 days 01:47:53
1,30,0.074,-0.145,0 days 01:47:54
1,30,-0.078,-0.117,0 days 01:47:55
1,30,-0.008,-0.168,0 days 01:47:56
1,30,0.063,-0.137,0 days 01:47:57
1,30,-0.09,-0.105,0 days 01:47:58
1,30,0.016,-0.156,0 days 01:47:59
1,30,-0.055,-0.125,0 days 01:48:00
1,30,-0.051,-0.133,0 days 01:48:01
1,30,0.063,-0.137,0 days 01:48:02
1,30,-0.016,-0.141,0 days 01:48:03
1,30,-0.117,-0.16,0 days 01:48:04
1,30,0.059,-0.121,0 days 01:48:05
1,30,0.0,-0.113,0 days 01:48:06
1,30,-0.039,-0.148,0 days 01:48:07
1,30,-0.012,-0.117,0 days 01:48:08
1,30,0.031,-0.121,0 days 01:48:09
1,30,0.07,-0.145,0 days 01:48:10
1,30,0.066,-0.102,0 days 01:48:11
1,30,-0.059,-0.145,0 days 01:48:12
1,30,-0.035,-0.133,0 days 01:48:13
1,30,0.055,-0.117,0 days 01:48:14
1,30,-0.02,-0.137,0 days 01:48:15
1,30,-0.063,-0.105,0 days 01:48:16
1,30,0.078,-0.117,0 days 01:48:17
1,30,-0.027,-0.145,0 days 01:48:18
1,30,-0.027,-0.129,0 days 01:48:19
1,30,0.063,-0.109,0 days 01:48:20
1,30,-0.027,-0.152,0 days 01:48:21
1,30,-0.035,-0.117,0 days 01:48:22
1,30,0.066,-0.105,0 days 01:48:23
1,30,0.0,-0.16,0 days 01:48:24
1,30,0.09,-0.105,0 days 01:48:25
1,30,0.047,-0.148,0 days 01:48:26
1,30,0.023,-0.117,0 days 01:48:27
1,30,-0.094,-0.141,0 days 01:48:28
1,30,0.0,-0.109,0 days 01:48:29
1,30,-0.02,-0.113,0 days 01:48:30
1,30,-0.063,-0.105,0 days 01:48:31
1,30,-0.004,-0.117,0 days 01:48:32
1,30,0.016,-0.121,0 days 01:48:33
1,30,-0.039,-0.148,0 days 01:48:34
1,30,-0.047,-0.141,0 days 01:48:35
1,30,0.008,-0.094,0 days 01:48:36
1,30,0.094,-0.168,0 days 01:48:37
1,30,-0.012,-0.129,0 days 01:48:38
1,30,-0.066,-0.133,0 days 01:48:39
1,30,0.039,-0.148,0 days 01:48:40
1,30,0.098,-0.109,0 days 01:48:41
1,30,0.008,-0.137,0 days 01:48:42
1,30,-0.043,-0.129,0 days 01:48:43
1,30,-0.031,-0.113,0 days 01:48:44
1,30,0.035,-0.18,0 days 01:48:45
1,30,0.012,-0.125,0 days 01:48:46
1,30,0.094,-0.141,0 days 01:48:47
1,30,0.035,-0.133,0 days 01:48:48
1,30,-0.102,-0.148,0 days 01:48:49
1,30,0.094,-0.133,0 days 01:48:50
1,30,-0.031,-0.129,0 days 01:48:51
1,30,-0.035,-0.121,0 days 01:48:52
1,30,-0.035,-0.133,0 days 01:48:53
1,30,0.055,-0.109,0 days 01:48:54
1,30,-0.043,-0.129,0 days 01:48:55
1,30,-0.059,-0.148,0 days 01:48:56
1,30,0.043,-0.125,0 days 01:48:57
1,30,-0.074,-0.156,0 days 01:48:58
1,30,-0.055,-0.137,0 days 01:48:59
1,30,0.059,-0.098,0 days 01:49:00
1,30,-0.031,-0.145,0 days 01:49:01
1,30,-0.047,-0.109,0 days 01:49:02
1,30,0.055,-0.105,0 days 01:49:03
1,30,0.027,-0.133,0 days 01:49:04
1,30,0.07,-0.129,0 days 01:49:05
1,30,0.051,-0.141,0 days 01:49:06
1,30,-0.012,-0.121,0 days 01:49:07
1,30,0.035,-0.105,0 days 01:49:08
1,30,0.012,-0.125,0 days 01:49:09
1,30,0.02,-0.121,0 days 01:49:10
1,30,0.07,-0.141,0 days 01:49:11
1,30,0.059,-0.098,0 days 01:49:12
1,30,0.047,-0.152,0 days 01:49:13
1,30,0.082,-0.105,0 days 01:49:14
1,30,0.035,-0.125,0 days 01:49:15
1,30,-0.055,-0.105,0 days 01:49:16
1,30,0.012,-0.145,0 days 01:49:17
1,30,0.043,-0.133,0 days 01:49:18
1,30,0.059,-0.133,0 days 01:49:19
1,30,0.098,-0.168,0 days 01:49:20
1,30,-0.027,-0.148,0 days 01:49:21
1,30,-0.113,-0.152,0 days 01:49:22
1,30,0.035,-0.133,0 days 01:49:23
1,30,-0.043,-0.133,0 days 01:49:24
1,30,-0.027,-0.117,0 days 01:49:25
1,30,-0.031,-0.133,0 days 01:49:26
1,30,0.055,-0.129,0 days 01:49:27
1,30,-0.039,-0.152,0 days 01:49:28
1,30,-0.047,-0.145,0 days 01:49:29
1,30,0.047,-0.121,0 days 01:49:30
1,30,-0.063,-0.148,0 days 01:49:31
1,30,-0.063,-0.152,0 days 01:49:32
1,30,0.063,-0.094,0 days 01:49:33
1,30,-0.023,-0.145,0 days 01:49:34
1,30,-0.043,-0.113,0 days 01:49:35
1,30,0.066,-0.109,0 days 01:49:36
1,30,0.012,-0.137,0 days 01:49:37
1,30,0.074,-0.121,0 days 01:49:38
1,30,0.078,-0.145,0 days 01:49:39
1,30,-0.016,-0.113,0 days 01:49:40
1,30,0.031,-0.102,0 days 01:49:41
1,30,-0.004,-0.137,0 days 01:49:42
1,30,0.016,-0.109,0 days 01:49:43
1,30,-0.063,-0.121,0 days 01:49:44
1,30,-0.051,-0.133,0 days 01:49:45
1,30,0.008,-0.117,0 days 01:49:46
1,30,-0.113,-0.148,0 days 01:49:47
1,30,-0.043,-0.121,0 days 01:49:48
1,30,0.059,-0.102,0 days 01:49:49
1,30,-0.059,-0.152,0 days 01:49:50
1,30,-0.047,-0.109,0 days 01:49:51
1,30,0.051,-0.105,0 days 01:49:52
1,30,0.0,-0.133,0 days 01:49:53
1,30,0.066,-0.117,0 days 01:49:54
1,30,0.016,-0.148,0 days 01:49:55
1,30,-0.035,-0.133,0 days 01:49:56
1,30,-0.078,-0.102,0 days 01:49:57
1,30,0.02,-0.145,0 days 01:49:58
1,30,-0.02,-0.117,0 days 01:49:59
1,30,-0.086,-0.109,0 days 01:50:00
1,30,0.109,-0.137,0 days 01:50:01
1,30,-0.012,-0.125,0 days 01:50:02
1,30,-0.141,-0.113,0 days 01:50:03
1,30,0.059,-0.129,0 days 01:50:04
1,30,0.027,-0.113,0 days 01:50:05
1,30,0.074,-0.137,0 days 01:50:06
1,30,0.059,-0.117,0 days 01:50:07
1,30,-0.023,-0.16,0 days 01:50:08
1,30,0.113,-0.125,0 days 01:50:09
1,30,-0.055,-0.113,0 days 01:50:10
1,30,-0.039,-0.145,0 days 01:50:11
1,30,0.07,-0.129,0 days 01:50:12
1,30,-0.098,-0.133,0 days 01:50:13
1,30,0.0,-0.148,0 days 01:50:14
1,30,-0.027,-0.121,0 days 01:50:15
1,30,-0.059,-0.137,0 days 01:50:16
1,30,0.031,-0.16,0 days 01:50:17
1,30,-0.023,-0.156,0 days 01:50:18
1,30,-0.133,-0.137,0 days 01:50:19
1,30,0.031,-0.137,0 days 01:50:20
1,30,-0.023,-0.121,0 days 01:50:21
1,30,-0.031,-0.133,0 days 01:50:22
1,30,0.059,-0.152,0 days 01:50:23
1,30,-0.004,-0.133,0 days 01:50:24
1,30,-0.086,-0.125,0 days 01:50:25
1,30,0.027,-0.145,0 days 01:50:26
1,30,0.027,-0.113,0 days 01:50:27
1,30,0.035,-0.129,0 days 01:50:28
1,30,0.035,-0.117,0 days 01:50:29
1,30,0.004,-0.129,0 days 01:50:30
1,30,-0.039,-0.121,0 days 01:50:31
1,30,-0.02,-0.145,0 days 01:50:32
1,30,0.008,-0.148,0 days 01:50:33
1,30,-0.031,-0.137,0 days 01:50:34
1,30,-0.082,-0.141,0 days 01:50:35
1,30,-0.02,-0.133,0 days 01:50:36
1,30,-0.055,-0.145,0 days 01:50:37
1,30,0.027,-0.121,0 days 01:50:38
1,30,0.023,-0.152,0 days 01:50:39
1,30,0.055,-0.125,0 days 01:50:40
1,30,0.086,-0.148,0 days 01:50:41
1,30,0.039,-0.125,0 days 01:50:42
1,30,-0.117,-0.152,0 days 01:50:43
1,30,-0.016,-0.121,0 days 01:50:44
1,30,-0.008,-0.133,0 days 01:50:45
1,30,-0.031,-0.105,0 days 01:50:46
1,30,0.086,-0.141,0 days 01:50:47
1,30,0.047,-0.051,0 days 01:50:48
1,30,-0.055,-0.133,0 days 01:50:49
1,30,-0.035,-0.129,0 days 01:50:50
1,30,0.043,-0.113,0 days 01:50:51
1,30,-0.063,-0.141,0 days 01:50:52
1,30,-0.07,-0.148,0 days 01:50:53
1,30,0.055,-0.102,0 days 01:50:54
1,30,-0.031,-0.156,0 days 01:50:55
1,30,-0.023,-0.113,0 days 01:50:56
1,30,0.059,-0.129,0 days 01:50:57
1,30,0.02,-0.129,0 days 01:50:58
1,30,0.078,-0.121,0 days 01:50:59
1,30,0.035,-0.137,0 days 01:51:00
1,30,-0.035,-0.129,0 days 01:51:01
1,30,-0.059,-0.109,0 days 01:51:02
1,30,0.059,-0.141,0 days 01:51:03
1,30,0.012,-0.113,0 days 01:51:04
1,30,0.09,-0.125,0 days 01:51:05
1,30,0.043,-0.109,0 days 01:51:06
1,30,-0.086,-0.16,0 days 01:51:07
1,30,0.137,-0.133,0 days 01:51:08
1,30,-0.043,-0.129,0 days 01:51:09
1,30,0.0,-0.117,0 days 01:51:10
1,30,-0.035,-0.117,0 days 01:51:11
1,30,-0.09,-0.137,0 days 01:51:12
1,30,-0.004,-0.133,0 days 01:51:13
1,30,-0.059,-0.129,0 days 01:51:14
1,30,0.07,-0.117,0 days 01:51:15
1,30,-0.027,-0.164,0 days 01:51:16
1,30,-0.066,-0.137,0 days 01:51:17
1,30,0.055,-0.09,0 days 01:51:18
1,30,0.09,-0.129,0 days 01:51:19
1,30,-0.02,-0.121,0 days 01:51:20
1,30,-0.094,-0.137,0 days 01:51:21
1,30,0.086,-0.117,0 days 01:51:22
1,30,-0.039,-0.129,0 days 01:51:23
1,30,-0.063,-0.137,0 days 01:51:24
1,30,0.078,-0.145,0 days 01:51:25
1,30,-0.02,-0.125,0 days 01:51:26
1,30,-0.043,-0.125,0 days 01:51:27
1,30,0.102,-0.109,0 days 01:51:28
1,30,-0.063,-0.094,0 days 01:51:29
1,30,-0.07,-0.145,0 days 01:51:30
1,30,0.102,-0.152,0 days 01:51:31
1,30,-0.051,-0.129,0 days 01:51:32
1,30,-0.023,-0.145,0 days 01:51:33
1,30,0.152,-0.152,0 days 01:51:34
1,30,-0.055,-0.109,0 days 01:51:35
1,30,-0.004,-0.113,0 days 01:51:36
1,30,-0.086,-0.113,0 days 01:51:37
1,30,0.047,-0.129,0 days 01:51:38
1,30,0.008,-0.137,0 days 01:51:39
1,30,-0.066,-0.148,0 days 01:51:40
1,30,-0.059,-0.133,0 days 01:51:41
1,30,0.086,-0.137,0 days 01:51:42
1,30,-0.039,-0.121,0 days 01:51:43
1,30,-0.078,-0.109,0 days 01:51:44
1,30,0.0,-0.117,0 days 01:51:45
1,30,-0.035,-0.152,0 days 01:51:46
1,30,-0.09,-0.121,0 days 01:51:47
1,30,0.07,-0.148,0 days 01:51:48
1,30,0.0,-0.121,0 days 01:51:49
1,30,0.141,-0.121,0 days 01:51:50
1,30,-0.004,-0.109,0 days 01:51:51
1,30,0.012,-0.102,0 days 01:51:52
1,30,-0.047,-0.125,0 days 01:51:53
1,30,-0.012,-0.109,0 days 01:51:54
1,30,-0.02,-0.109,0 days 01:51:55
1,30,0.105,-0.152,0 days 01:51:56
1,30,0.004,-0.129,0 days 01:51:57
1,30,0.016,-0.137,0 days 01:51:58
1,30,0.02,-0.121,0 days 01:51:59
1,30,0.027,-0.121,0 days 01:52:00
1,30,-0.055,-0.098,0 days 01:52:01
1,30,0.004,-0.09,0 days 01:52:02
1,30,0.035,-0.137,0 days 01:52:03
1,30,0.016,-0.113,0 days 01:52:04
1,30,0.082,-0.133,0 days 01:52:05
1,30,0.008,-0.109,0 days 01:52:06
1,30,0.086,-0.121,0 days 01:52:07
1,30,0.02,-0.117,0 days 01:52:08
1,30,-0.031,-0.148,0 days 01:52:09
1,30,-0.016,-0.148,0 days 01:52:10
1,30,0.012,-0.109,0 days 01:52:11
1,30,0.004,-0.121,0 days 01:52:12
1,30,0.0,-0.105,0 days 01:52:13
1,30,0.066,-0.109,0 days 01:52:14
1,30,-0.043,-0.137,0 days 01:52:15
1,30,0.047,-0.109,0 days 01:52:16
1,30,0.004,-0.117,0 days 01:52:17
1,30,0.082,-0.129,0 days 01:52:18
1,30,0.055,-0.145,0 days 01:52:19
1,30,-0.012,-0.129,0 days 01:52:20
1,30,0.027,-0.125,0 days 01:52:21
1,30,-0.023,-0.129,0 days 01:52:22
1,30,-0.047,-0.109,0 days 01:52:23
1,30,-0.023,-0.117,0 days 01:52:24
1,30,0.043,-0.141,0 days 01:52:25
1,30,0.07,-0.133,0 days 01:52:26
1,30,-0.035,-0.137,0 days 01:52:27
1,30,-0.051,-0.148,0 days 01:52:28
1,30,-0.047,-0.125,0 days 01:52:29
1,30,0.008,-0.121,0 days 01:52:30
1,30,-0.066,-0.113,0 days 01:52:31
1,30,0.039,-0.117,0 days 01:52:32
1,30,-0.051,-0.129,0 days 01:52:33
1,30,0.012,-0.141,0 days 01:52:34
1,30,0.008,-0.125,0 days 01:52:35
1,30,-0.063,-0.156,0 days 01:52:36
1,30,0.023,-0.129,0 days 01:52:37
1,30,0.074,-0.113,0 days 01:52:38
1,30,0.016,-0.109,0 days 01:52:39
1,30,0.105,-0.117,0 days 01:52:40
1,30,0.027,-0.113,0 days 01:52:41
1,30,-0.098,-0.129,0 days 01:52:42
1,30,-0.02,-0.137,0 days 01:52:43
1,30,-0.012,-0.133,0 days 01:52:44
1,30,-0.02,-0.137,0 days 01:52:45
1,30,0.082,-0.125,0 days 01:52:46
1,30,0.023,-0.117,0 days 01:52:47
1,30,-0.016,-0.109,0 days 01:52:48
1,30,-0.004,-0.133,0 days 01:52:49
1,30,0.004,-0.125,0 days 01:52:50
1,30,-0.027,-0.137,0 days 01:52:51
1,30,-0.074,-0.148,0 days 01:52:52
1,30,0.035,-0.141,0 days 01:52:53
1,30,0.0,-0.113,0 days 01:52:54
1,30,0.027,-0.121,0 days 01:52:55
1,30,0.066,-0.121,0 days 01:52:56
1,30,0.0,-0.113,0 days 01:52:57
1,30,-0.137,-0.113,0 days 01:52:58
1,30,0.027,-0.152,0 days 01:52:59
1,30,0.0,-0.109,0 days 01:53:00
1,30,0.109,-0.152,0 days 01:53:01
1,30,-0.016,-0.109,0 days 01:53:02
1,30,0.0,-0.129,0 days 01:53:03
1,30,-0.031,-0.137,0 days 01:53:04
1,30,0.023,-0.102,0 days 01:53:05
1,30,0.055,-0.109,0 days 01:53:06
1,30,0.012,-0.109,0 days 01:53:07
1,30,0.027,-0.148,0 days 01:53:08
1,30,-0.059,-0.133,0 days 01:53:09
1,30,-0.066,-0.129,0 days 01:53:10
1,30,0.09,-0.137,0 days 01:53:11
1,30,-0.031,-0.125,0 days 01:53:12
1,30,-0.09,-0.121,0 days 01:53:13
1,30,0.02,-0.113,0 days 01:53:14
1,30,-0.07,-0.117,0 days 01:53:15
1,30,-0.074,-0.121,0 days 01:53:16
1,30,0.078,-0.145,0 days 01:53:17
1,30,0.0,-0.133,0 days 01:53:18
1,30,0.145,-0.133,0 days 01:53:19
1,30,0.008,-0.125,0 days 01:53:20
1,30,-0.063,-0.129,0 days 01:53:21
1,30,-0.047,-0.098,0 days 01:53:22
1,30,-0.027,-0.105,0 days 01:53:23
1,30,-0.012,-0.113,0 days 01:53:24
1,30,0.105,-0.152,0 days 01:53:25
1,30,0.012,-0.105,0 days 01:53:26
1,30,0.023,-0.137,0 days 01:53:27
1,30,0.02,-0.125,0 days 01:53:28
1,30,0.035,-0.133,0 days 01:53:29
1,30,-0.043,-0.113,0 days 01:53:30
1,30,0.016,-0.109,0 days 01:53:31
1,30,0.016,-0.137,0 days 01:53:32
1,30,0.02,-0.109,0 days 01:53:33
1,30,0.074,-0.141,0 days 01:53:34
1,30,0.004,-0.121,0 days 01:53:35
1,30,0.086,-0.125,0 days 01:53:36
1,30,0.023,-0.113,0 days 01:53:37
1,30,-0.012,-0.121,0 days 01:53:38
1,30,-0.02,-0.16,0 days 01:53:39
1,30,0.0,-0.125,0 days 01:53:40
1,30,0.023,-0.129,0 days 01:53:41
1,30,0.004,-0.125,0 days 01:53:42
1,30,0.074,-0.109,0 days 01:53:43
1,30,-0.07,-0.125,0 days 01:53:44
1,30,0.031,-0.117,0 days 01:53:45
1,30,-0.043,-0.113,0 days 01:53:46
1,30,0.02,-0.148,0 days 01:53:47
1,30,0.016,-0.113,0 days 01:53:48
1,30,-0.004,-0.152,0 days 01:53:49
1,30,0.004,-0.117,0 days 01:53:50
1,30,0.113,-0.121,0 days 01:53:51
1,30,0.0,-0.094,0 days 01:53:52
1,30,0.102,-0.121,0 days 01:53:53
1,30,0.02,-0.121,0 days 01:53:54
1,30,0.004,-0.156,0 days 01:53:55
1,30,-0.012,-0.125,0 days 01:53:56
1,30,-0.094,-0.137,0 days 01:53:57
1,30,0.016,-0.141,0 days 01:53:58
1,30,-0.063,-0.113,0 days 01:53:59
1,30,-0.082,-0.109,0 days 01:54:00
1,30,0.059,-0.121,0 days 01:54:01
1,30,0.012,-0.121,0 days 01:54:02
1,30,0.063,-0.152,0 days 01:54:03
1,30,0.004,-0.125,0 days 01:54:04
1,30,-0.07,-0.137,0 days 01:54:05
1,30,0.078,-0.148,0 days 01:54:06
1,30,-0.043,-0.117,0 days 01:54:07
1,30,-0.008,-0.125,0 days 01:54:08
1,30,0.102,-0.125,0 days 01:54:09
1,30,-0.008,-0.102,0 days 01:54:10
1,30,-0.066,-0.141,0 days 01:54:11
1,30,-0.027,-0.137,0 days 01:54:12
1,30,0.0,-0.125,0 days 01:54:13
1,30,0.008,-0.145,0 days 01:54:14
1,30,-0.055,-0.121,0 days 01:54:15
1,30,-0.047,-0.117,0 days 01:54:16
1,30,0.0,-0.121,0 days 01:54:17
1,30,-0.004,-0.109,0 days 01:54:18
1,30,-0.094,-0.125,0 days 01:54:19
1,30,-0.008,-0.137,0 days 01:54:20
1,30,-0.078,-0.145,0 days 01:54:21
1,30,0.02,-0.141,0 days 01:54:22
1,30,0.016,-0.121,0 days 01:54:23
1,30,0.031,-0.121,0 days 01:54:24
1,30,0.086,-0.125,0 days 01:54:25
1,30,0.012,-0.105,0 days 01:54:26
1,30,-0.109,-0.133,0 days 01:54:27
1,30,0.02,-0.148,0 days 01:54:28
1,30,-0.02,-0.117,0 days 01:54:29
1,30,-0.043,-0.141,0 days 01:54:30
1,30,-0.02,-0.141,0 days 01:54:31
1,30,0.031,-0.125,0 days 01:54:32
1,30,-0.047,-0.113,0 days 01:54:33
1,30,-0.004,-0.117,0 days 01:54:34
1,30,-0.027,-0.105,0 days 01:54:35
1,30,-0.047,-0.113,0 days 01:54:36
1,30,0.105,-0.152,0 days 01:54:37
1,30,0.031,-0.148,0 days 01:54:38
1,30,-0.035,-0.137,0 days 01:54:39
1,30,0.008,-0.133,0 days 01:54:40
1,30,-0.063,-0.109,0 days 01:54:41
1,30,0.09,-0.133,0 days 01:54:42
1,30,-0.004,-0.105,0 days 01:54:43
1,30,-0.059,-0.113,0 days 01:54:44
1,30,0.066,-0.141,0 days 01:54:45
1,30,0.035,-0.129,0 days 01:54:46
1,30,0.039,-0.141,0 days 01:54:47
1,30,0.012,-0.125,0 days 01:54:48
1,30,0.098,-0.105,0 days 01:54:49
1,30,0.004,-0.109,0 days 01:54:50
1,30,-0.09,-0.117,0 days 01:54:51
1,30,0.129,-0.152,0 days 01:54:52
1,30,-0.023,-0.121,0 days 01:54:53
1,30,-0.039,-0.137,0 days 01:54:54
1,30,0.094,-0.156,0 days 01:54:55
1,30,-0.031,-0.133,0 days 01:54:56
1,30,-0.02,-0.121,0 days 01:54:57
1,30,-0.035,-0.133,0 days 01:54:58
1,30,-0.027,-0.102,0 days 01:54:59
1,30,-0.012,-0.117,0 days 01:55:00
1,30,0.098,-0.148,0 days 01:55:01
1,30,0.02,-0.133,0 days 01:55:02
1,30,-0.008,-0.148,0 days 01:55:03
1,30,-0.008,-0.141,0 days 01:55:04
1,30,0.023,-0.105,0 days 01:55:05
1,30,0.023,-0.125,0 days 01:55:06
1,30,-0.074,-0.117,0 days 01:55:07
1,30,-0.063,-0.137,0 days 01:55:08
1,30,0.031,-0.117,0 days 01:55:09
1,30,0.02,-0.145,0 days 01:55:10
1,30,0.063,-0.141,0 days 01:55:11
1,30,0.004,-0.121,0 days 01:55:12
1,30,-0.063,-0.125,0 days 01:55:13
1,30,-0.008,-0.125,0 days 01:55:14
1,30,-0.039,-0.094,0 days 01:55:15
1,30,0.02,-0.113,0 days 01:55:16
1,30,-0.039,-0.148,0 days 01:55:17
1,30,-0.004,-0.137,0 days 01:55:18
1,30,-0.043,-0.125,0 days 01:55:19
1,30,0.156,-0.145,0 days 01:55:20
1,30,0.004,-0.117,0 days 01:55:21
1,30,-0.035,-0.113,0 days 01:55:22
1,30,-0.059,-0.094,0 days 01:55:23
1,30,0.008,-0.137,0 days 01:55:24
1,30,-0.023,-0.137,0 days 01:55:25
1,30,-0.047,-0.148,0 days 01:55:26
1,30,-0.004,-0.113,0 days 01:55:27
1,30,0.051,-0.137,0 days 01:55:28
1,30,-0.047,-0.109,0 days 01:55:29
1,30,0.051,-0.102,0 days 01:55:30
1,30,0.027,-0.129,0 days 01:55:31
1,30,0.027,-0.102,0 days 01:55:32
1,30,0.059,-0.137,0 days 01:55:33
1,30,-0.031,-0.129,0 days 01:55:34
1,30,-0.063,-0.133,0 days 01:55:35
1,30,0.117,-0.148,0 days 01:55:36
1,30,-0.02,-0.121,0 days 01:55:37
1,30,-0.074,-0.121,0 days 01:55:38
1,30,0.055,-0.113,0 days 01:55:39
1,30,-0.047,-0.102,0 days 01:55:40
1,30,-0.063,-0.129,0 days 01:55:41
1,30,0.113,-0.141,0 days 01:55:42
1,30,-0.016,-0.117,0 days 01:55:43
1,30,-0.012,-0.137,0 days 01:55:44
1,30,0.105,-0.125,0 days 01:55:45
1,30,0.016,-0.109,0 days 01:55:46
1,30,0.063,-0.117,0 days 01:55:47
1,30,0.008,-0.09,0 days 01:55:48
1,30,0.016,-0.129,0 days 01:55:49
1,30,-0.063,-0.141,0 days 01:55:50
1,30,-0.055,-0.129,0 days 01:55:51
1,30,0.059,-0.137,0 days 01:55:52
1,30,-0.043,-0.129,0 days 01:55:53
1,30,-0.09,-0.113,0 days 01:55:54
1,30,0.012,-0.113,0 days 01:55:55
1,30,0.027,-0.098,0 days 01:55:56
1,30,0.094,-0.133,0 days 01:55:57
1,30,-0.027,-0.117,0 days 01:55:58
1,30,0.02,-0.117,0 days 01:55:59
1,30,0.008,-0.148,0 days 01:56:00
1,30,-0.016,-0.113,0 days 01:56:01
1,30,-0.07,-0.125,0 days 01:56:02
1,30,-0.031,-0.125,0 days 01:56:03
1,30,-0.02,-0.121,0 days 01:56:04
1,30,-0.039,-0.117,0 days 01:56:05
1,30,0.109,-0.145,0 days 01:56:06
1,30,-0.004,-0.117,0 days 01:56:07
1,30,-0.004,-0.113,0 days 01:56:08
1,30,0.113,-0.125,0 days 01:56:09
1,30,0.02,-0.109,0 days 01:56:10
1,30,-0.035,-0.121,0 days 01:56:11
1,30,-0.078,-0.129,0 days 01:56:12
1,30,0.012,-0.117,0 days 01:56:13
1,30,0.0,-0.137,0 days 01:56:14
1,30,0.023,-0.113,0 days 01:56:15
1,30,0.063,-0.137,0 days 01:56:16
1,30,-0.047,-0.133,0 days 01:56:17
1,30,-0.094,-0.109,0 days 01:56:18
1,30,0.035,-0.133,0 days 01:56:19
1,30,-0.055,-0.141,0 days 01:56:20
1,30,-0.059,-0.109,0 days 01:56:21
1,30,0.09,-0.133,0 days 01:56:22
1,30,-0.02,-0.121,0 days 01:56:23
1,30,-0.066,-0.137,0 days 01:56:24
1,30,0.09,-0.133,0 days 01:56:25
1,30,-0.023,-0.121,0 days 01:56:26
1,30,-0.066,-0.117,0 days 01:56:27
1,30,0.09,-0.137,0 days 01:56:28
1,30,-0.023,-0.125,0 days 01:56:29
1,30,-0.051,-0.125,0 days 01:56:30
1,30,0.094,-0.137,0 days 01:56:31
1,30,0.008,-0.113,0 days 01:56:32
1,30,0.09,-0.148,0 days 01:56:33
1,30,0.016,-0.121,0 days 01:56:34
1,30,-0.012,-0.133,0 days 01:56:35
1,30,-0.055,-0.148,0 days 01:56:36
1,30,0.004,-0.113,0 days 01:56:37
